name,cpm,position,promo_position,org_position,type,query,created_at,is_promo,city
Зубная щетка Pure средней жесткости,0,69,,69,-,зубная щетка средней жесткости,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка средняя Classic 2 шт,280,75,75.0,462,c,зубная щетка средней жесткости,2025-07-07 21:00:00,1,Новосибирск
Зубная щетка жесткая 2 шт. Smokers,0,87,,87,-,зубная щетка средней жесткости,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка Pure средней жесткости,0,184,,84,-,зубная щетка средней жесткости,2025-07-07 21:00:00,0,Новосибирск
Зубная щётка для брекетов ортодонтическая 2 шт,2000,3,3.0,76,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Новосибирск
Зубная щётка ортодонтическая для брекетов,190,10,10.0,71,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Новосибирск
Зубная щётка ортодонтическая для брекетов,190,13,13.0,71,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Новосибирск
Зубная щётка ортодонтическая для брекетов,190,21,21.0,76,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Новосибирск
Зубная щётка для брекетов монопучковая END-TUFT,190,22,22.0,76,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Новосибирск
Зубная щётка для брекетов монопучковая END-TUFT,0,25,,25,-,зубная щетка для брекетов,2025-07-07 21:00:00,0,Новосибирск
Зубная щётка и паста для брекетов ORTHO Braces,190,36,36.0,113,c,зубная щетка для брекетов,2025-07-07 21:00:00,1,Новосибирск
"Зубная щётка для брекет-систем, ортодонтическая, 6 мил, 1 шт",0,173,,73,-,зубная щетка для брекетов,2025-07-07 21:00:00,0,Новосибирск
Зубная щетка жесткая 2 шт. Smokers,0,26,,26,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щётка жесткая щетина черная Smokers,0,29,,29,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щетка средней жесткости черная PROFI 2000,190,39,39.0,278,c,зубная щетка,2025-07-07 21:10:00,1,Москва
Зубная щетка средняя Exclusive 2 шт,190,51,51.0,295,c,зубная щетка,2025-07-07 21:10:00,1,Москва
Зубная щётка мягкая 2 штуки,345,66,66.0,472,c,зубная щетка,2025-07-07 21:10:00,1,Москва
Зубная щётка жесткая для отбеливания зубов White,190,71,71.0,345,c,зубная щетка,2025-07-07 21:10:00,1,Москва
Зубная щетка средней жесткости оранжевая Exclusive,190,83,83.0,391,c,зубная щетка,2025-07-07 21:10:00,1,Москва
Зубные щетки средней жесткости 2шт,190,84,84.0,381,c,зубная щетка,2025-07-07 21:10:00,1,Москва
Зубная щётка жесткая щетина оранжевая Smokers,0,85,,85,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щетка мягкая 2 шт,0,97,,97,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щетка с натуральной щетиной,0,98,,98,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щётка жесткая для отбеливания зубов White,205,99,99.0,435,c,зубная щетка,2025-07-07 21:10:00,1,Москва
Зубная щетка Pure средней жесткости 2 шт,0,101,,1,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щетка средней жесткости фиолетовая Exclusive,0,102,,2,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щётка и паста отбеливающие для курящих Smokers,0,105,,5,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щетка подростковая оранжевая,0,107,,7,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щетка средней жесткости с черной щетиной Classic,0,111,,11,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щетка средняя Classic 2 шт,0,112,,12,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щетка детская,0,118,,18,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щетка средней жесткости белая PROFI 2000,0,124,,24,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щётка мягкая Soft 4000,0,126,,26,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щетка средней жесткости с желтой щетиной Classic,0,131,,31,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щётка мягкая Soft 4000,0,133,,33,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щётка жесткая для отбеливания зубов White,0,136,,36,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щетка с натуральной щетиной,0,139,,39,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щетка Pure средней жесткости,0,142,,42,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубные щетки мягкие 2 шт,0,160,,60,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щётка для чувствительных зубов,0,161,,61,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Щетка для очищения зубных протезов двухсторонняя,0,166,,66,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щетка и паста для подростков 12+,0,175,,75,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щётка и паста отбеливающая с фтором,0,176,,76,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щетка с натуральной щетиной,0,177,,77,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щетка детская,0,182,,82,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щётка подростковая GenerationZ,0,192,,92,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щетка Natural Medium,0,197,,97,-,зубная щетка,2025-07-07 21:10:00,0,Москва
Зубная щетка средней жесткости оранжевая Exclusive,190,10,10.0,106,c,зубная щетка средней жесткости,2025-07-07 21:10:00,1,Москва
